iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate
IRN,Asia,Iran,4/7/2021,1984348,20954,14112,63699,193,147.714,23337.374,246.434,165.967,749.147,2.27,1.737,1.64
IRN,Asia,Iran,4/8/2021,2006934,22586,15660,63884,185,160.714,23603.002,265.628,184.173,751.322,2.176,1.89,1.63
IRN,Asia,Iran,4/9/2021,2029412,22478,17205.429,64039,155,166.143,23867.36,264.358,202.348,753.145,1.823,1.954,1.56
IRN,Asia,Iran,4/10/2021,2049078,19666,18383.429,64232,193,176.143,24098.646,231.286,216.202,755.415,2.27,2.072,1.46
IRN,Asia,Iran,4/11/2021,2070141,21063,19723.857,64490,258,190,24346.362,247.716,231.967,758.449,3.034,2.235,1.41
IRN,Asia,Iran,4/12/2021,2093452,23311,21069.714,64764,274,204.571,24620.517,274.154,247.795,761.672,3.222,2.406,1.36
IRN,Asia,Iran,4/13/2021,2118212,24760,22116.857,65055,291,221.286,24911.712,291.196,260.11,765.094,3.422,2.602,1.32
IRN,Asia,Iran,4/14/2021,2143794,25582,22778,65359,304,237.143,25212.575,300.863,267.886,768.669,3.575,2.789,1.29
IRN,Asia,Iran,4/15/2021,2168872,25078,23134,65680,321,256.571,25507.511,294.936,272.073,772.445,3.775,3.017,1.24
IRN,Asia,Iran,4/16/2021,2194133,25261,23531.571,66008,328,281.286,25804.598,297.088,276.748,776.302,3.858,3.308,1.22
IRN,Asia,Iran,4/17/2021,2215445,21312,23766.714,66327,319,299.286,26055.243,250.645,279.514,780.054,3.752,3.52,1.17
IRN,Asia,Iran,4/18/2021,2237089,21644,23849.714,66732,405,320.286,26309.792,254.549,280.49,784.817,4.763,3.767,1.13
IRN,Asia,Iran,4/19/2021,2261435,24346,23997.571,67130,398,338,26596.119,286.327,282.229,789.498,4.681,3.975,1.1
IRN,Asia,Iran,4/20/2021,2286927,25492,24102.143,67525,395,352.857,26895.923,299.804,283.459,794.143,4.645,4.15,1.08
IRN,Asia,Iran,4/21/2021,2311813,24886,24002.714,67913,388,364.857,27188.601,292.677,282.289,798.706,4.563,4.291,1.05
IRN,Asia,Iran,4/22/2021,2335905,24092,23861.857,68366,453,383.714,27471.94,283.339,280.633,804.034,5.328,4.513,1.02
IRN,Asia,Iran,4/23/2021,2358809,22904,23525.143,68746,380,391.143,27741.308,269.368,276.673,808.503,4.469,4.6,1
IRN,Asia,Iran,4/24/2021,2377039,18230,23084.857,69120,374,399,27955.706,214.398,271.495,812.901,4.399,4.693,0.97
IRN,Asia,Iran,4/25/2021,2396204,19165,22730.714,69574,454,406,28181.1,225.394,267.33,818.241,5.339,4.775,0.95
IRN,Asia,Iran,4/26/2021,2417230,21026,22256.429,70070,496,420,28428.381,247.281,261.752,824.074,5.833,4.94,0.92
IRN,Asia,Iran,4/27/2021,2438193,20963,21609.429,70532,462,429.571,28674.921,246.54,254.143,829.508,5.433,5.052,0.9
IRN,Asia,Iran,4/28/2021,2459906,21713,21156.143,70966,434,436.143,28930.282,255.361,248.812,834.612,5.104,5.129,0.92
IRN,Asia,Iran,4/29/2021,2479805,19899,20557.143,71351,385,426.429,29164.309,234.027,241.767,839.14,4.528,5.015,0.9
IRN,Asia,Iran,4/30/2021,2499077,19272,20038.286,71758,407,430.286,29390.961,226.653,235.665,843.926,4.787,5.06,0.93
IRN,Asia,Iran,5/1/2021,2516157,17080,19874,72090,332,424.286,29591.835,200.873,233.733,847.831,3.905,4.99,0.96
IRN,Asia,Iran,5/2/2021,2534855,18698,19807.286,72484,394,415.714,29811.737,219.902,232.948,852.465,4.634,4.889,0.97
IRN,Asia,Iran,5/3/2021,2555587,20732,19765.286,72875,391,400.714,30055.56,243.823,232.454,857.063,4.598,4.713,0.93
IRN,Asia,Iran,5/4/2021,2575737,20150,19649.143,73219,344,383.857,30292.539,236.979,231.088,861.109,4.046,4.514,0.88
IRN,Asia,Iran,5/5/2021,2591609,15872,18814.714,73568,349,371.714,30479.205,186.666,221.275,865.213,4.104,4.372,0.82
IRN,Asia,Iran,5/6/2021,2610018,18409,18601.857,73906,338,365,30695.708,216.503,218.771,869.188,3.975,4.293,0.86
IRN,Asia,Iran,5/7/2021,2627094,17076,18288.143,74241,335,354.714,30896.534,200.826,215.082,873.128,3.94,4.172,0.88
IRN,Asia,Iran,5/8/2021,2640670,13576,17787.571,74524,283,347.714,31056.198,159.664,209.195,876.456,3.328,4.089,0.89
IRN,Asia,Iran,5/9/2021,2654811,14141,17136.571,74910,386,346.571,31222.506,166.308,201.539,880.996,4.54,4.076,0.89
IRN,Asia,Iran,5/10/2021,2673219,18408,16804.571,75261,351,340.857,31438.998,216.491,197.634,885.124,4.128,4.009,0.91
IRN,Asia,Iran,5/11/2021,2691352,18133,16516.429,75568,307,335.571,31652.255,213.257,194.245,888.735,3.611,3.947,0.88
IRN,Asia,Iran,5/12/2021,2707761,16409,16593.143,75934,366,338,31845.237,192.982,195.147,893.039,4.304,3.975,0.83
IRN,Asia,Iran,5/13/2021,2722007,14246,15998.429,76231,297,332.143,32012.78,167.543,188.153,896.532,3.493,3.906,0.76
IRN,Asia,Iran,5/14/2021,2732152,10145,15008.286,76433,202,313.143,32132.093,119.313,176.508,898.908,2.376,3.683,0.7
IRN,Asia,Iran,5/15/2021,2739875,7723,14172.143,76633,200,301.286,32222.921,90.828,166.675,901.26,2.352,3.543,0.74
IRN,Asia,Iran,5/16/2021,2751166,11291,13765,76936,303,289.429,32355.711,132.79,161.886,904.823,3.564,3.404,0.82
IRN,Asia,Iran,5/17/2021,2765485,14319,13180.857,77222,286,280.143,32524.113,168.402,155.016,908.187,3.364,3.295,0.86
IRN,Asia,Iran,5/18/2021,2779415,13930,12580.429,77532,310,280.571,32687.94,163.827,147.955,911.833,3.646,3.3,0.84
IRN,Asia,Iran,5/19/2021,2792204,12789,12063.286,77765,233,261.571,32838.348,150.408,141.873,914.573,2.74,3.076,0.83
IRN,Asia,Iran,5/20/2021,2804632,12428,11803.571,77994,229,251.857,32984.51,146.162,138.819,917.266,2.693,2.962,0.82
IRN,Asia,Iran,5/21/2021,2815882,11250,11961.429,78194,200,251.571,33116.818,132.308,140.675,919.618,2.352,2.959,0.82
IRN,Asia,Iran,5/22/2021,2823887,8005,12001.714,78381,187,249.714,33210.963,94.145,141.149,921.818,2.199,2.937,0.82
IRN,Asia,Iran,5/23/2021,2832518,8631,11621.714,78597,216,237.286,33312.47,101.507,136.68,924.358,2.54,2.791,0.81
IRN,Asia,Iran,5/24/2021,2843523,11005,11148.286,78848,251,232.286,33441.897,129.427,131.112,927.31,2.952,2.732,0.82
IRN,Asia,Iran,5/25/2021,2855396,11873,10854.429,79056,208,217.714,33581.532,139.635,127.656,929.756,2.446,2.56,0.84
